,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
410,Sola,VU,-13.8833,167.55,82.27,75,85,13.35
411,Stornoway,GB,58.2093,-6.3865,46.36,84,75,28.77
412,Bystryy Istok,RU,52.371,84.3873,13.69,91,100,3.4
413,College,US,64.8569,-147.8028,-7.78,100,72,3.04
414,Panjakent,TJ,39.4952,67.6093,43.65,60,34,6.64
415,Osorheiu,RO,47.0333,22.05,35.71,93,100,5.75
416,Santa Isabel,BR,-23.3156,-46.2214,63.7,96,99,2.44
417,Taksimo,RU,56.3444,114.8794,0.21,94,100,1.1
418,Esso,RU,55.9333,158.7,2.52,96,86,4.85
419,Idil,TR,37.3411,41.8895,37.94,88,88,3.36
420,Rincon De La Victoria,ES,36.7172,-4.2758,58.8,88,44,6.85
421,Lipin Bor,RU,60.2622,37.9763,-7.8,100,93,3.85
422,Shelburne,CA,44.0787,-80.2041,21.76,93,67,5.99
423,Pangai,TO,-19.8,-174.35,82.98,76,100,12.26
424,Castano Primo,IT,45.5536,8.7754,44.91,96,100,2.3
425,Kjellerup,DK,56.2858,9.4353,45.55,93,100,10.36
426,Airai,TL,-8.9266,125.4092,72.36,64,59,4.21
427,Rabagani,RO,46.75,22.2333,35.87,80,100,2.66
428,Coquimbo,CL,-29.9533,-71.3436,64.13,94,20,5.75
429,Camabatela,AO,-8.1881,15.375,60.49,99,99,2.01
430,Narimanov,RU,46.6927,47.8498,3.11,69,36,12.55
431,Ancud,CL,-41.8697,-73.8203,57.7,95,99,4.27
432,San Cristobal,VE,7.7669,-72.225,69.98,96,97,2.13
433,Meulaboh,ID,4.1363,96.1285,80.73,71,60,1.66
434,Porto Novo,BJ,6.4965,2.6036,75.45,90,28,3.96
435,La Ronge,CA,55.1001,-105.2842,16.05,92,0,3.44
436,Sokoni,TZ,-6.4333,39.55,80.76,78,24,6.64
437,Isahaya,JP,32.8411,130.0431,47.53,66,20,4.61
438,Le Havre,FR,49.4938,0.1077,47.32,81,0,14.97
439,Amahai,ID,-3.3333,128.9167,86.83,62,99,1.79
440,Houlton,US,46.1262,-67.8403,19.81,71,100,16.11
441,Kamphaeng Phet,TH,16.25,99.5,76.86,48,67,5.55
442,Kilindoni,TZ,-7.9139,39.6668,80.71,76,39,6.24
443,Vanavara,RU,60.34,102.2797,-11.54,98,100,3.85
444,Jennings,US,38.7192,-90.2604,37.22,83,100,3.0
445,Esmeralda,CU,21.8525,-78.1169,72.99,88,1,8.86
446,Yumen,CN,40.2833,97.2,28.53,28,51,5.26
447,Marrakesh,MA,31.6315,-8.0083,50.07,81,31,3.44
448,Bonito,BR,-21.1211,-56.4819,68.5,81,92,2.59
449,Mayachnyy,RU,52.6839,55.685,-21.05,96,78,11.1
450,Zhezkazgan,KZ,47.8043,67.7144,31.98,100,100,22.37
451,Ormara,PK,25.2088,64.6357,68.0,65,0,2.71
452,Cabinda,AO,-5.55,12.2,76.98,90,100,3.83
453,Tigil,RU,57.8,158.6667,-2.58,97,98,2.37
454,Corinto,GR,37.9407,22.9573,46.89,71,0,0.89
455,Palmer,US,42.1584,-72.3287,34.25,68,43,4.47
456,High Level,CA,58.5169,-117.136,1.51,92,20,2.3
457,Shenzhen,CN,22.5455,114.0683,69.75,53,100,4.5
458,Cabedelo,BR,-6.9811,-34.8339,79.47,80,88,9.22
459,Richards Bay,ZA,-28.783,32.0377,62.06,85,10,6.31
460,Ballina,AU,-28.8667,153.5667,79.02,76,39,14.9
461,Coueron,FR,47.2151,-1.7217,49.68,85,78,9.22
462,San Rafael,AR,-34.6177,-68.3301,82.96,28,100,11.14
463,Marsh Harbour,BS,26.5412,-77.0636,70.5,62,0,13.8
464,Marsa Matruh,EG,31.3525,27.2453,55.6,88,40,5.75
465,Gizo,SB,-8.103,156.8419,84.6,71,86,6.24
466,Puerto Cabezas,NI,14.0351,-83.3888,74.34,91,80,8.97
467,Sudak,UA,44.85,34.9667,29.43,69,93,10.67
468,Saint-Francois,FR,46.4154,3.9054,47.64,93,75,3.44
469,Namatanai,PG,-3.6667,152.4333,85.71,68,100,7.16
470,Weiser,US,44.251,-116.9693,40.86,91,100,5.53
471,Pitimbu,BR,-7.4706,-34.8086,79.39,77,81,8.68
472,Penticton,CA,49.4806,-119.5858,39.58,93,100,14.97
473,Muyezerskiy,RU,63.9333,31.65,1.47,96,100,3.71
474,Aksum,ET,14.1245,38.7244,54.59,76,0,2.06
475,Hasaki,JP,35.7333,140.8333,52.29,54,3,9.73
476,Sistranda,NO,63.7256,8.834,44.56,70,100,6.73
477,Ambilobe,MG,-13.2,49.05,72.9,92,70,2.59
478,Walvis Bay,NA,-22.9575,14.5053,64.09,88,9,6.91
479,Yerbogachen,RU,61.2767,108.0108,-4.4,95,100,10.36
480,Riyadh,SA,24.6877,46.7219,50.14,73,12,3.53
481,Nuevo Progreso,MX,23.1667,-97.95,65.89,71,1,3.33
482,Berlevag,NO,70.8578,29.0864,14.0,85,34,19.17
483,Avera,US,33.194,-82.5271,45.37,55,0,1.41
484,Mbigou,GA,-1.9005,11.906,66.52,100,100,3.2
485,Saint-Denis,FR,48.9167,2.3333,51.96,83,75,21.85
486,Butembo,CD,0.15,29.2833,57.97,68,99,2.64
487,Goderich,CA,43.7501,-81.7165,26.92,80,78,4.61
488,Rapina,EE,58.0981,27.4636,12.07,77,10,10.76
489,Zabol,AF,32.25,67.25,33.3,100,100,4.88
490,North Branch,US,45.5113,-92.9802,10.69,85,79,4.88
491,Codrington,AU,-38.2667,141.9667,84.25,32,0,15.32
492,Ambon,ID,-3.6954,128.1814,87.94,70,40,8.05
493,Baker City,US,44.7749,-117.8344,38.59,89,100,5.79
494,Krasne,UA,49.9145,24.6134,31.71,87,13,6.87
495,Matamoros,MX,25.5333,-103.25,65.1,31,65,3.6
496,Curup,ID,-3.4667,102.5333,78.37,64,91,4.9
497,Karasjok,NO,69.4719,25.5112,-9.24,100,100,4.59
498,Conakry,GN,9.538,-13.6773,77.59,67,93,5.88
499,Filadelfia,US,39.9523,-75.1638,41.97,71,22,1.01
500,Oussouye,SN,12.485,-16.5469,77.09,24,100,13.53
501,Port Keats,AU,-14.25,129.55,85.82,68,11,13.31
502,Akyab,MM,20.15,92.9,71.58,74,46,4.76
503,Tobermory,CA,45.2501,-81.6665,22.86,72,81,0.85
504,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,72,0,11.5
505,Olbia,IT,40.9214,9.4856,51.85,82,3,10.36
506,Crema,IT,45.3588,9.6683,46.56,98,100,2.64
507,Alabaster,US,33.2443,-86.8164,60.4,74,0,3.44
508,Broome,US,42.2506,-75.833,31.68,81,100,11.5
509,Ajaccio,FR,42.0,8.9167,51.78,72,100,6.91
510,Yulara,AU,-25.2406,130.9889,73.35,50,85,25.14
511,Tura,IN,25.5198,90.2201,67.96,36,0,0.76
512,Takoradi,GH,4.8845,-1.7554,78.58,86,50,5.08
513,Kamina,CD,-8.7386,24.9906,63.16,98,100,4.21
514,Matara,LK,5.9485,80.5353,76.71,82,78,4.52
515,Kinkala,CG,-4.3614,14.7644,68.56,96,99,2.46
516,Unity,CA,52.4501,-109.1682,11.25,90,19,4.97
517,Morant Bay,JM,17.8815,-76.4093,74.82,81,2,7.34
518,Beyneu,KZ,45.3167,55.2,12.58,53,7,18.43
519,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,91,100,13.85
520,Malatya,TR,38.5,38.0,21.25,93,40,0.0
521,Dawson Creek,CA,55.7666,-120.2362,10.04,92,0,3.44
522,Ayna,PE,-12.65,-73.9167,58.68,85,46,1.86
523,Kambove,CD,-10.8764,26.5969,60.91,99,100,2.53
524,Buluang,PH,13.3068,123.3425,78.35,70,98,7.9
525,Qui Nhon,VN,13.7667,109.2333,67.73,96,100,11.77
526,Tres Arroyos,AR,-38.3739,-60.2798,76.1,35,24,18.34
527,Selikhino,RU,50.3672,137.4996,-0.17,87,100,12.21
528,Mehamn,NO,71.0357,27.8492,13.95,73,19,18.41
529,Kovdor,RU,67.5662,30.4758,-12.41,100,100,3.29
530,Nanuque,BR,-17.8392,-40.3539,72.99,96,100,5.57
531,Ruidoso,US,33.3317,-105.673,37.51,35,16,6.91
532,Nongpoh,IN,25.9,91.8833,56.77,42,0,1.72
533,Progreso,MX,21.2833,-89.6667,74.1,79,0,17.4
534,El Chol,GT,14.9642,-90.4806,65.3,89,17,3.94
535,Katherine,AU,-14.4667,132.2667,91.72,52,40,14.97
536,Gejiu,CN,23.306,103.1635,48.88,52,0,3.38
537,Saint Anthony,US,45.0205,-93.218,7.75,81,0,0.0
538,Atikokan,CA,48.7555,-91.6216,18.03,90,92,7.96
539,Panorama,GR,40.5878,23.0315,45.37,79,0,1.99
540,Lubsko,PL,51.7847,14.972,41.95,91,100,10.18
541,Vega De Alatorre,MX,20.0333,-96.6333,72.54,82,0,9.75
542,Nha Trang,VN,12.25,109.1833,78.8,96,100,4.36
543,Sawtell,AU,-30.3833,153.1,78.82,61,41,14.97
544,La Romana,DO,18.4273,-68.9728,73.76,100,40,0.0
545,Wucheng,CN,29.6008,118.175,64.24,39,0,1.12
546,Arraial Do Cabo,BR,-22.9661,-42.0278,69.66,94,75,14.97
547,Forbach,FR,49.1833,6.9,48.27,93,100,13.8
548,Pauini,BR,-7.7136,-66.9764,70.74,97,95,2.04
549,Zabaykalsk,RU,49.6333,117.3167,8.2,81,6,20.07
550,Agirish,RU,61.9247,63.0231,-23.8,88,71,10.94
551,Bahraich,IN,27.5833,81.6,55.54,39,0,5.12
552,Pusad,IN,19.9,77.5833,68.31,23,0,6.06
553,Lavumisa,SZ,-27.31,31.892,60.46,87,0,3.11
554,Nortelandia,BR,-14.4547,-56.8028,71.13,92,100,3.74
555,Sabang,ID,5.8933,95.3214,80.08,69,71,2.24
556,Buenavista,PH,8.9769,125.4089,72.39,95,100,1.86
557,Abbeville,FR,50.1,1.8333,48.16,86,23,15.75
558,Bac Lieu,VN,9.285,105.7244,75.67,73,100,8.41
559,Pangkalanbuun,ID,-2.6833,111.6167,91.78,49,93,4.16
560,Barra Patuca,HN,15.8,-84.2833,75.24,86,35,7.99
561,Nichinan,JP,31.6,131.3667,51.48,43,0,0.74
562,Salalah,OM,17.0151,54.0924,71.69,73,20,5.75
563,Benghazi,LY,32.1167,20.0667,61.27,64,95,13.09
564,Bagdarin,RU,54.4333,113.6,5.7,68,3,3.15
565,Kieta,PG,-6.2167,155.6333,84.49,73,100,5.73
566,Samarai,PG,-10.6167,150.6667,84.85,65,91,1.48
567,Chivay,PE,-15.6383,-71.6011,47.91,83,100,1.66
568,Vao,NC,-22.6667,167.4833,80.6,84,100,35.7
569,Acajutla,SV,13.5928,-89.8275,77.61,67,14,5.99
570,Kasane,BW,-17.8167,25.15,64.85,94,100,9.37
571,Nalut,LY,30.3333,10.85,44.13,62,0,6.93
572,Tarauaca,BR,-8.1614,-70.7656,70.9,91,57,1.3
573,Dauphin,CA,51.1494,-100.0502,24.04,85,63,10.98
574,Vanderhoof,CA,54.0166,-124.0198,20.28,100,99,0.47
575,America Dourada,BR,-11.4553,-41.4361,66.04,90,97,3.94
576,Kenai,US,60.5544,-151.2583,8.15,95,24,7.05
577,Syntul,RU,55.0033,41.2971,1.11,95,100,8.52
578,Ola,RU,59.5833,151.2833,2.14,83,100,5.7
579,Jizan,SA,17.3333,42.6667,75.09,79,0,3.09
580,Balikpapan,ID,-1.2675,116.8289,77.99,89,20,4.61
581,Kushiro,JP,42.975,144.3747,28.22,61,54,2.62
582,Hit,IQ,33.6416,42.8251,46.71,90,2,8.93
583,Abatskoye,RU,56.2875,70.4555,-8.46,96,100,6.22
584,Moroto,UG,2.5345,34.6666,66.47,52,10,4.99
585,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,71.35,99,92,1.57
586,Pachino,IT,36.7186,15.0907,54.45,74,1,4.68
587,Tikrit,IQ,34.6071,43.6782,52.2,77,95,2.93
588,Moses Lake,US,47.1301,-119.2781,36.88,100,100,8.05
589,Atbasar,KZ,51.8,68.3333,33.06,98,100,20.83
590,Mitsamiouli,KM,-11.3847,43.2844,80.89,83,20,2.3
591,Severo-Yeniseyskiy,RU,60.3725,93.0408,-2.74,98,100,2.26
592,Lae,PG,-6.7221,146.9847,87.01,65,100,9.22
593,Kayerkan,RU,69.3497,87.7602,-31.49,66,100,8.28
594,Raymond,US,43.9015,-70.4703,30.24,77,10,7.34
595,Williston,US,48.147,-103.618,20.14,91,17,4.74
596,Torremolinos,ES,36.6204,-4.4998,57.9,81,40,3.44
597,Ocean City,US,39.2776,-74.5746,42.82,72,47,3.0
598,Havoysund,NO,70.9963,24.6622,17.83,82,33,20.56
599,Chicama,PE,-7.8447,-79.1469,63.14,77,80,3.67
600,Bluffton,US,32.2371,-80.8604,49.95,87,0,0.0
601,Powell,US,40.1578,-83.0752,29.28,87,0,5.75
602,Laizhou,CN,37.1717,119.9214,48.96,50,2,6.51
603,Bathsheba,BB,13.2167,-59.5167,79.41,78,40,23.02
604,Port Blair,IN,11.6667,92.75,84.24,70,40,9.22
605,Ziway,ET,7.9333,38.7167,60.06,64,7,9.69
606,Port Jervis,US,41.3751,-74.6927,37.18,72,23,10.51
607,Honda,CO,5.2086,-74.7358,73.51,82,73,0.92
608,Fukuma,JP,33.7667,130.4667,56.28,42,0,7.34
609,Petropavlovka,RU,50.6114,105.3196,9.61,88,90,2.71
610,Kernersville,US,36.1199,-80.0736,38.98,71,0,0.0
611,Lamu,KE,-2.2717,40.902,80.82,84,60,7.9
612,Svetlogorsk,BY,52.6333,29.7333,13.35,71,35,8.88
613,Trairi,BR,-3.2778,-39.2689,79.02,77,24,9.22
614,Sambava,MG,-14.2667,50.1667,76.91,86,20,6.38
615,Wawa,NG,9.9022,4.4192,70.38,27,8,5.37
616,Bemidji,US,47.4736,-94.8803,19.17,93,0,5.75
617,Sakaraha,MG,-22.9,44.5333,73.81,81,80,3.87
618,Kaputa,ZM,-8.4689,29.6619,65.7,91,100,2.06
619,Otavalo,EC,0.2333,-78.2667,53.82,95,73,2.28
620,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.96,77,26,6.8
621,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,45,0,8.95
622,Mtwara,TZ,-10.2667,40.1833,80.44,78,97,4.45
623,Lac Du Bonnet,CA,50.2536,-96.0612,19.31,90,19,8.63
624,Abu Kamal,SY,34.4506,40.9171,48.07,70,45,4.79
625,Haines Junction,CA,60.7522,-137.5108,19.9,97,100,0.45
626,Melioratorov,RU,57.2107,65.6077,-23.42,76,0,13.42
627,Cap Malheureux,MU,-19.9842,57.6142,79.47,72,6,8.01
628,Katobu,ID,-4.9408,122.5276,86.36,61,93,6.8
629,Touho,NC,-20.7833,165.2333,81.18,87,100,28.61
630,Frankfort,ZA,-27.2667,28.4833,53.35,85,69,5.08
631,Klaksvik,FO,62.2266,-6.589,43.72,87,79,22.86
632,Vanimo,PG,-2.6741,141.3028,83.44,79,98,5.3
633,Marawi,PH,7.9986,124.2928,68.07,92,100,4.05
634,Kahului,US,20.8947,-156.47,75.22,72,0,5.75
635,Hualmay,PE,-11.0964,-77.6139,69.13,82,65,6.02
636,Yenagoa,NG,4.9247,6.2642,74.95,95,70,3.13
637,Santa Cruz De Tenerife,ES,28.4682,-16.2546,62.71,87,0,5.75
638,Polyarnyy,RU,69.1989,33.4478,3.06,99,64,10.38
639,Niamey,NE,13.5137,2.1098,68.23,21,0,9.42
640,Puerto Escondido,MX,15.85,-97.0667,75.29,68,0,5.57
641,Menongue,AO,-14.6585,17.691,63.99,63,96,2.53
642,Boende,CD,-0.2167,20.8667,70.38,94,93,1.14
643,Shenkursk,RU,62.1091,42.896,-30.75,100,8,2.13
644,La Brea,HN,15.8,-85.9667,70.03,95,25,2.42
645,Murdochville,CA,48.9583,-65.5006,7.72,88,79,12.37
646,Chifeng,CN,42.2683,118.9636,35.67,35,0,11.45
647,Camacha,PT,33.0833,-16.3333,62.02,77,40,9.22
648,Waitara,NZ,-38.925,174.25,69.22,81,78,21.27
649,Tabou,CI,4.423,-7.3528,77.11,88,42,6.69
650,Huangmei,CN,30.1924,116.025,63.57,41,0,5.99
651,Tigre,AR,-34.426,-58.5796,79.21,61,0,10.36
652,Lucapa,AO,-8.4192,20.7447,63.97,96,100,3.38
653,Mayskiy,RU,47.6931,40.1025,-2.79,71,2,6.29
654,Christchurch,NZ,-43.5333,172.6333,68.41,54,0,16.11
655,Sechura,PE,-5.5569,-80.8222,68.04,82,97,9.24
656,Dzhebariki-Khaya,RU,62.2167,135.8,-43.6,99,49,0.54
657,Poum,NC,-20.2333,164.0167,80.92,89,99,27.67
658,Mao,ES,39.8885,4.2658,59.56,88,75,16.11
659,Vung Tau,VN,10.346,107.0843,78.44,72,99,0.94
660,Abha,SA,18.2164,42.5053,46.65,76,0,5.75
661,Jablunka,CZ,49.3835,17.9502,41.7,94,82,4.23
662,Kendari,ID,-3.945,122.4989,88.52,57,100,3.56
663,Teguise,ES,29.0605,-13.564,57.42,77,0,8.05
664,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,96,97,14.7
665,Kloulklubed,PW,7.0419,134.2556,82.83,76,100,13.76
666,Anaconda,US,46.1285,-112.9423,23.14,90,100,6.04
667,Banda Aceh,ID,5.5577,95.3222,81.52,71,41,5.53
668,Outram,MY,1.2829,103.8379,92.08,59,75,8.05
669,Mochudi,BW,-24.4167,26.15,65.59,79,20,9.93
670,Mount Isa,AU,-20.7333,139.5,91.17,49,75,13.8
671,Hay River,CA,60.8156,-115.7999,-5.75,100,31,2.89
672,Chapais,CA,49.7834,-74.8492,4.78,97,92,4.5
673,Jining,CN,35.405,116.5814,59.14,38,1,5.61
674,Saint-Georges,GD,12.0564,-61.7485,76.6,84,99,15.73
675,Padang,ID,-0.9492,100.3543,82.45,66,79,5.95
676,Puerto Vallarta,MX,20.6204,-105.2307,71.91,85,0,0.0
677,Kununurra,AU,-15.7667,128.7333,96.78,41,40,8.05
678,Eenhana,NA,-17.4667,16.3333,75.83,26,100,5.06
679,Alice Springs,AU,-23.7,133.8833,88.21,40,75,3.44
680,Merauke,ID,-8.4667,140.3333,84.4,72,100,6.69
681,Agadez,NE,19.75,10.25,55.62,37,0,10.31
682,Diamantino,BR,-14.4086,-56.4461,69.89,97,100,4.12
683,Port Hueneme,US,34.1478,-119.1951,56.26,88,100,5.75
684,Solnechnyy,RU,50.7214,136.6319,-1.25,95,94,4.14
685,Rio Cuarto,AR,-33.1307,-64.3499,78.57,38,0,13.8
686,Divnomorskoye,RU,44.5011,38.1353,25.09,57,46,10.07
687,Innisfail,AU,-17.5333,146.0333,80.83,82,100,1.92
